genome_name,taxon_id,antibiotic,resistant_phenotype,STRING_name_compact
Citrobacter amalonaticus JBEAACG-19-0085,35703,minocycline,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAACG-19-0085,35703,piperacillin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAACG-19-0085,35703,piperacillin/tazobactam,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAACG-19-0085,35703,tigecycline,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAACG-19-0085,35703,tobramycin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAACG-19-0085,35703,trimethoprim/sulfamethoxazole,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,amikacin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,ampicillin/sulbactam,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,aztreonam,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,cefepime,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,cefmetazole,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,cefoperazone/sulbactam,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,cefotaxime,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,cefotaxime/clavulanic acid,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,cefotetan,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,cefozopran,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,cefpodoxime,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,ceftazidime,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,ceftazidime/clavulanic acid,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,ceftriaxone,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,cefuroxime,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,chloramphenicol,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,ciprofloxacin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,colistin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,doripenem,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,fosfomycin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,gentamicin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,imipenem,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,levofloxacin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,meropenem,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,minocycline,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,piperacillin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,piperacillin/tazobactam,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,tigecycline,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,tobramycin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEE-19-0099,35703,trimethoprim/sulfamethoxazole,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,amikacin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,ampicillin/sulbactam,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,aztreonam,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,cefepime,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,cefmetazole,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,cefoperazone/sulbactam,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,cefotaxime,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,cefotaxime/clavulanic acid,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,cefotetan,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,cefozopran,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,cefpodoxime,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,ceftazidime,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,ceftazidime/clavulanic acid,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,ceftriaxone,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,cefuroxime,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,chloramphenicol,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,ciprofloxacin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,colistin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,doripenem,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,fosfomycin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,gentamicin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,imipenem,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,levofloxacin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,meropenem,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,minocycline,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,piperacillin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,piperacillin/tazobactam,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,tigecycline,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,tobramycin,,Citrobacter amalonaticus
Citrobacter amalonaticus JBEAAEI-19-0111,35703,trimethoprim/sulfamethoxazole,,Citrobacter amalonaticus
Corynebacterium striatum 1D-369,43770,ampicillin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,chloramphenicol,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,ciprofloxacin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,clindamycin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,daptomycin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,erythromycin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,gentamicin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,levofloxacin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,linezolid,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,moxifloxacin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,nitrofurantoin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,oxacillin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,penicillin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,quinupristin/dalfopristin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,rifampin,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,tetracycline,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,tigecycline,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,trimethoprim/sulfamethoxazole,,Corynebacterium striatum
Corynebacterium striatum 1D-369,43770,vancomycin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,ampicillin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,chloramphenicol,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,ciprofloxacin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,clindamycin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,daptomycin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,erythromycin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,gentamicin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,levofloxacin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,linezolid,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,moxifloxacin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,nitrofurantoin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,oxacillin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,penicillin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,quinupristin/dalfopristin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,rifampin,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,tetracycline,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,tigecycline,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,trimethoprim/sulfamethoxazole,,Corynebacterium striatum
Corynebacterium striatum 1D-419,43770,vancomycin,,Corynebacterium striatum
Corynebacterium striatum strain 217,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain 217,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain 217,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain 217,43770,vancomycin,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain 218,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain 218,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain 218,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain 218,43770,vancomycin,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain 413,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain 413,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain 413,43770,gentamicin,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain 413,43770,linezolid,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain 413,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain 413,43770,vancomycin,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs159,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs159,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs159,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs159,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs159,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs159,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs159,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs160,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs160,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs160,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs160,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs160,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs160,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs160,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs162,43770,cefotaxime,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs162,43770,ciprofloxacin,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs162,43770,clindamycin,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs162,43770,doxycycline,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs162,43770,erythromycin,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs162,43770,gentamicin,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs162,43770,meropenem,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs162,43770,penicillin,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs162,43770,rifampin,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs162,43770,tetracycline,Susceptible,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs163,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs163,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs163,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs163,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs163,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs163,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs163,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs163,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs165,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs165,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs173,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs173,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs173,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs173,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs173,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs173,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs173,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs174,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs177,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs177,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs177,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs177,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs177,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs177,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs178,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs178,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs179,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs179,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs179,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs179,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs179,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs179,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs179,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs181,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs181,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs181,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs181,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs181,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs181,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs181,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs182,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs182,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs182,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs182,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs182,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs182,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs182,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs185,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs185,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs185,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs185,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs185,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs185,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs191,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs191,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs191,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs191,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs191,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs191,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs191,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs192,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs192,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs192,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs192,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs192,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs193,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs193,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs193,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs193,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs193,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs193,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs194,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs194,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs194,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs194,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs194,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs195,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs195,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs195,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs195,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs195,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs195,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs195,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs198,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs198,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs198,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs198,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs198,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs198,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs198,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs206,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs206,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs206,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs206,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs206,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs206,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs206,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs208,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs208,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs208,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs208,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs208,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs208,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs208,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs212,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs212,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs212,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs212,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs212,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs212,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs212,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs214,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs214,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs214,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs214,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs214,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs214,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs214,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs215,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs215,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs215,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs215,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs215,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs215,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs215,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs217,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs217,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs217,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs217,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs217,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs217,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs217,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs217,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs219,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs219,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs219,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs222,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs222,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs222,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs222,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs222,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs222,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs222,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs227,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs227,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs227,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs227,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs227,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs231,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs231,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs231,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs231,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs231,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs231,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs236,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs236,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs236,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs236,43770,erythromycin,Resistant,Corynebacterium striatum
