genome_name,taxon_id,antibiotic,resistant_phenotype,STRING_name_compact
Corynebacterium striatum strain ICDC.Cs276,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs276,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs276,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs276,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs276,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs276,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs276,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs276,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs296,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs296,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs296,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs296,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs296,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs296,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs296,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs296,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs297,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs297,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs297,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs297,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs297,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs299,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs299,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs299,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs299,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs299,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs299,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs301,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs301,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs301,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs301,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs301,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs301,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs301,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs301,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs302,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs302,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs302,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs302,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs302,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs302,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs302,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs302,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs307,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs307,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs307,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs307,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs307,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs307,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs307,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs307,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs308,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs308,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs308,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs308,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs308,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs308,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs309,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs309,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs309,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs309,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs309,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs309,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs309,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs309,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs311,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs311,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs311,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs311,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs311,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs311,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs312,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs312,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs312,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs312,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs312,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs312,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs312,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs312,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs314,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs423,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs423,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs423,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs423,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs423,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs423,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs423,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs423,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs425,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs425,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs425,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs425,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs425,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs425,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs425,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs425,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs425,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs427,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs427,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs427,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs427,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs427,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs427,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs427,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs427,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs427,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs429,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs429,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs429,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs429,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs429,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs429,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs429,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs429,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs431,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs431,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs431,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs433,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs433,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs433,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs433,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs433,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs433,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs433,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs434,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs434,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs434,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs434,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs434,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs434,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs434,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs434,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs436,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs436,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs436,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs436,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs436,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs436,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs436,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs437,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs437,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs437,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs437,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs437,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs437,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs437,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs437,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs440,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs440,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs440,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs440,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs440,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs440,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs440,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs440,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs441,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs441,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs441,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs441,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs441,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs441,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs442,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs442,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs442,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs442,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs442,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs442,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs442,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs442,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs449,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs449,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs449,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs449,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs449,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs449,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs449,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs449,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs449,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs453,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs453,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs453,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs453,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs453,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs453,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs456,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs456,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs456,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs456,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs456,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs456,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs456,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs459,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs459,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs459,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs459,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs459,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs459,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs459,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs459,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs460,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs460,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs460,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs460,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs460,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs460,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs460,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs460,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs460,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs465,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs465,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs465,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs465,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs465,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs465,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs465,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs465,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs466,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs466,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs466,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs466,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs466,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs466,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs466,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs466,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs467,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs467,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs467,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs467,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs467,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs467,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs467,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs467,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs469,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs469,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs469,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs469,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs469,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs469,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs469,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs469,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs471,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs471,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs471,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs471,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs471,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs471,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs471,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs471,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs474,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs474,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs474,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs474,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs474,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs474,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs474,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs474,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs475,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs475,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs475,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs475,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs475,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs475,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs475,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs475,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs476,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs476,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs476,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs476,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs476,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs476,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs476,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs476,43770,tetracycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs477,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs477,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs477,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs477,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs477,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs477,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs477,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs477,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs481,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs481,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs481,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs481,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs481,43770,gentamicin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs481,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs481,43770,penicillin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs481,43770,rifampin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs484,43770,cefotaxime,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs484,43770,ciprofloxacin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs484,43770,clindamycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs484,43770,doxycycline,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs484,43770,erythromycin,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs484,43770,meropenem,Resistant,Corynebacterium striatum
Corynebacterium striatum strain ICDC.Cs484,43770,penicillin,Resistant,Corynebacterium striatum
